id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name,field:phenology (foa)
10943103,08/06/2014,08/06/2014,,Africa/Johannesburg,7682,nicky,Nicola van Berkel,2014-06-15 11:02:11 UTC,2018-11-28 00:51:54 UTC,research,CC-BY,https://www.inaturalist.org/observations/10943103,https://inaturalist-open-data.s3.amazonaws.com/photos/15387592/medium.jpg,,rural,<h3>Aloe ferox</h3><br>,6,0,FALSE,,Heaven in Langkloof,-33.79085,23.71949,1,,,,1,,open,FALSE,,,,Joubertina,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
10943135,08/06/2014,08/06/2014,,Africa/Johannesburg,7682,nicky,Nicola van Berkel,2014-06-15 11:22:58 UTC,2018-08-26 12:06:02 UTC,research,CC-BY,https://www.inaturalist.org/observations/10943135,https://inaturalist-open-data.s3.amazonaws.com/photos/15387680/medium.jpg,,,<h3>Aloe ferox</h3><br>A very pale flowering specimen.,4,0,FALSE,,Heaven in Langkloof,-33.7867,23.72204,1,,,,1,,open,FALSE,,,,Joubertina,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
10953157,23/06/2014,23/06/2014,,Africa/Johannesburg,390621,colin25,Colin Ralston,2014-06-23 11:02:35 UTC,2022-07-16 16:57:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/10953157,https://inaturalist-open-data.s3.amazonaws.com/photos/15408088/medium.jpg,,,<h3>Aloe visited by Cape Weaver</h3><br>,4,0,FALSE,,Garden Route Botanical Garden,-33.94615,22.463291,1,,,,1,,open,FALSE,,,,George Greater Municipality and marine,Western Cape,South Africa,Western Cape,Eden,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
10960708,24/06/2014,24/06/2014,,Africa/Johannesburg,383144,tonyrebelo,Tony Rebelo,2014-06-30 01:27:54 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/10960708,https://inaturalist-open-data.s3.amazonaws.com/photos/15423771/medium.jpg,,GStrainingAssegaai,<h3>Bitter Aloe</h3><br>,4,0,FALSE,,Assegaai Trails Red Tree to Piggy Dam,-33.49860789,26.57284164,1,,,,1,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
10999043,25/07/2014,25/07/2014,,Africa/Johannesburg,28090,mr_fab,Brian du Preez,2014-08-02 06:50:25 UTC,2021-08-05 08:46:55 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/10999043,https://inaturalist-open-data.s3.amazonaws.com/photos/15497613/medium.jpg,,Saasveld Nature-con Practical 2014,<h3>Aloe ferox ...</h3><br>,7,0,FALSE,,"Maxhalanga Village, EC",-31.7901,27.158,1,,,,1,,open,FALSE,,,,Lady Frere,Eastern Cape,South Africa,Eastern Cape,Chris Hani,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11006722,31/05/2014,31/05/2014,,Africa/Johannesburg,672394,sandraf,Sandra Falanga,2014-06-07 14:47:18 UTC,2023-03-04 07:57:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11006722,https://inaturalist-open-data.s3.amazonaws.com/photos/15513200/medium.jpg,,"urban, Outramps CREW St Blaize Lighthouse Plateau","<h3>Candles in the Wind</h3><br>The landscape is ablaze with the candles of the aloes. If you have never been to Mossel Bay, now is the time to visit. On every embankment and hillslope the flowers of Aloe ferox and Aloe arborecens, reach up casting a glow to the sky.",5,0,FALSE,,"St Blaize Lighthouse Plateau, Mossel Bay",-34.1853,22.1538,1,,,,1,,open,FALSE,,,,Mossel,Western Cape,South Africa,Western Cape,Eden,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11019854,21/06/2015,21/06/2015,,Africa/Johannesburg,7682,nicky,Nicola van Berkel,2015-07-05 13:43:47 UTC,2018-05-08 04:14:42 UTC,research,CC-BY,https://www.inaturalist.org/observations/11019854,https://inaturalist-open-data.s3.amazonaws.com/photos/15538469/medium.jpg,,,<h3>Aloe ferox (yellow)</h3><br>,1,0,FALSE,,Heaven in the Langkloof,-33.78761,23.70601,1,,,,1,,open,FALSE,,,,Joubertina,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11048102,28/03/2015,28/03/2015,,Africa/Johannesburg,687604,riana60,,2015-03-29 05:07:45 UTC,2018-08-26 12:01:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11048102,https://inaturalist-open-data.s3.amazonaws.com/photos/15592546/medium.jpg,,,<h3>Aloe</h3><br>,5,0,FALSE,,Jeffreys Bay,-33.929,25.029,110,,,,110,,open,FALSE,,,,Hankey,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11048132,18/07/2015,18/07/2015,,Africa/Johannesburg,383144,tonyrebelo,Tony Rebelo,2015-08-09 07:47:56 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11048132,https://inaturalist-open-data.s3.amazonaws.com/photos/15592599/medium.jpg,,,<h3>Aloe</h3><br>,3,0,FALSE,,Cumberland Accommodation: Cumberland Nature Reserve,-29.5138418,30.50471573,1,,,,1,,open,FALSE,,,,Pietermaritzburg,KwaZulu-Natal,South Africa,KwaZulu-Natal,Umgungundlovu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11048241,18/07/2015,18/07/2015,,Africa/Johannesburg,383144,tonyrebelo,Tony Rebelo,2015-08-09 10:08:11 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11048241,https://inaturalist-open-data.s3.amazonaws.com/photos/15592856/medium.jpg,,,<h3>Aloes</h3><br>,3,0,FALSE,,Cumberland Ridge walk: Cumberland Nature Reserve,-29.51168178,30.50942108,1,,,,1,,open,FALSE,,,,Pietermaritzburg,KwaZulu-Natal,South Africa,KwaZulu-Natal,Umgungundlovu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11048432,18/07/2015,18/07/2015,,Pretoria,383144,tonyrebelo,Tony Rebelo,2015-08-09 11:48:28 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11048432,https://inaturalist-open-data.s3.amazonaws.com/photos/15593245/medium.jpg,,,<h3>Aloe</h3><br>,3,0,FALSE,,Cumberland Horseshoe Trail: Cumberland Nature Reserve,-29.50798517,30.50744014,1,,,,1,,open,FALSE,,,,Pietermaritzburg,KwaZulu-Natal,South Africa,KwaZulu-Natal,Umgungundlovu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11049947,18/07/2015,18/07/2015,,Pretoria,383144,tonyrebelo,Tony Rebelo,2015-08-11 05:04:02 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11049947,https://inaturalist-open-data.s3.amazonaws.com/photos/15596471/medium.jpg,,,<h3>Aloe with bird</h3><br>,3,0,FALSE,,Cumberland Waterfall Trail,-29.51425667,30.51594181,1,,,,1,,open,FALSE,,,,Pietermaritzburg,KwaZulu-Natal,South Africa,KwaZulu-Natal,Umgungundlovu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11076524,24/08/2015,24/08/2015,,Africa/Johannesburg,389997,shauns,Shaun Swanepoel,2015-08-27 09:35:01 UTC,2022-12-26 10:15:44 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/11076524,https://inaturalist-open-data.s3.amazonaws.com/photos/15635458/medium.jpg,,,<h3>Snacking on a Aloe Popsicle (CNP)</h3><br>,3,0,FALSE,,Camdeboo National Park - Dam side,-32.2201,24.5394,1,,,,1,,open,FALSE,,,,Graaff-Reinet,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11101850,09/09/2015,09/09/2015,,Africa/Johannesburg,660426,outramps-tanniedi,Di Turner,2015-11-04 12:46:05 UTC,2018-08-30 10:54:04 UTC,research,CC0,https://www.inaturalist.org/observations/11101850,https://inaturalist-open-data.s3.amazonaws.com/photos/15685001/medium.jpg,,"MCSA National Camp Baviaanskloof 2015, Outramps CREW Baviaanskloof",<h3>Aloe ferox</h3><br>,4,0,FALSE,,Dam se Drif in Baviaanskloof,-33.56328,24.03295,1,,,,1,,open,FALSE,,,,Willowmore,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11115822,21/05/2015,21/05/2015,,Africa/Johannesburg,766501,mary-hunter,,2015-05-21 10:53:30 UTC,2018-11-28 00:50:18 UTC,research,,https://www.inaturalist.org/observations/11115822,https://static.inaturalist.org/photos/15713537/medium.jpg,,,<h3>aloe</h3><br>,4,0,FALSE,,The Island,-34.0177,22.7732,1,,,,1,,open,FALSE,,,,George Greater Municipality and marine,Western Cape,South Africa,Western Cape,Eden,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11154831,21/06/2015,21/06/2015,,Africa/Johannesburg,7682,nicky,Nicola van Berkel,2015-06-25 14:16:22 UTC,2018-05-08 04:22:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/11154831,https://inaturalist-open-data.s3.amazonaws.com/photos/15788022/medium.jpg,,,<h3>Aloe ferox</h3><br>,8,0,FALSE,,Heaven in the Langkloof,-33.78788,23.70629,1,,,,1,,open,FALSE,,,,Joubertina,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11236952,24/05/2017,24/05/2017,,Africa/Johannesburg,383144,tonyrebelo,Tony Rebelo,2017-06-06 05:53:15 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11236952,https://inaturalist-open-data.s3.amazonaws.com/photos/15949831/medium.jpg,,BioGaps Survey,<h3>Aloe</h3><br>,4,0,FALSE,,Kromriver 3245_2405 far east hill high point: Kromriver 3245_2405 transect 2 - 16:04,-32.76869444,24.14477889,1,,,,1,,open,FALSE,,,,Aberdeen,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11238810,03/06/2017,03/06/2017,,Africa/Johannesburg,28090,mr_fab,Brian du Preez,2017-06-06 16:09:54 UTC,2021-08-05 09:11:46 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11238810,https://inaturalist-open-data.s3.amazonaws.com/photos/15953710/medium.jpg,,,<h3>Aloe ferox ...</h3><br>,2,0,FALSE,,Breede River DC,-34.2629,20.6021,1,,,,1,,open,FALSE,,,,Swellendam,Western Cape,South Africa,Western Cape,Overberg,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
11251773,16/06/2017,16/06/2017,,Africa/Johannesburg,7682,nicky,Nicola van Berkel,2017-06-19 07:49:43 UTC,2022-12-22 06:37:55 UTC,research,CC-BY,https://www.inaturalist.org/observations/11251773,https://inaturalist-open-data.s3.amazonaws.com/photos/15980727/medium.jpg,,Outramps CREW De Hoek Swartberg,<h3>Aloe ferox</h3><br>,3,0,FALSE,,De Hoek,-33.36391,22.17172,1,,,,1,,open,FALSE,,,,Oudtshoorn,Western Cape,South Africa,Western Cape,Eden,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
